,0,1
0,0.0,1756.7697
1,0.048828125,1758.3192
2,0.09765625,1756.9958
3,0.146484375,1754.1917
4,0.1953125,1752.7164
5,0.244140625,1752.1382
6,0.29296875,1753.5875
7,0.341796875,1751.2207
8,0.390625,1749.6514
9,0.439453125,1751.3579
10,0.48828125,1750.8899
11,0.537109375,1751.9994
12,0.5859375,1750.279
13,0.634765625,1749.0869
14,0.68359375,1751.9657
15,0.732421875,1752.1368
16,0.78125,1753.0145
17,0.830078125,1753.6462
18,0.87890625,1755.8577
19,0.927734375,1758.5153
20,0.9765625,1757.2587
21,1.025390625,1758.3572
22,1.07421875,1758.8849
23,1.123046875,1759.7427
24,1.171875,1760.8689
25,1.220703125,1758.814
26,1.26953125,1760.6567
27,1.318359375,1761.5199
28,1.3671875,1760.4194
29,1.416015625,1760.963
30,1.46484375,1760.0631
31,1.513671875,1760.5365
32,1.5625,1759.9797
33,1.611328125,1759.8613
34,1.66015625,1760.4304
35,1.708984375,1757.2062
36,1.7578125,1755.7208
37,1.806640625,1755.7031
38,1.85546875,1754.5525
39,1.904296875,1753.1698
40,1.953125,1751.6288
41,2.001953125,1752.4128
42,2.05078125,1753.122
43,2.099609375,1751.1843
44,2.1484375,1750.4481
45,2.197265625,1751.7263
46,2.24609375,1753.0178
47,2.294921875,1754.2133
48,2.34375,1753.4805
49,2.392578125,1752.831
50,2.44140625,1754.0264
51,2.490234375,1754.2233
52,2.5390625,1755.3182
53,2.587890625,1755.5529
54,2.63671875,1756.1388
55,2.685546875,1759.448
56,2.734375,1759.522
57,2.783203125,1759.4653
58,2.83203125,1758.6438
59,2.880859375,1757.3906
60,2.9296875,1759.0563
61,2.978515625,1757.4161
62,3.02734375,1757.423
63,3.076171875,1757.7128
64,3.125,1756.1826
65,3.173828125,1757.6107
66,3.22265625,1755.6453
67,3.271484375,1754.0145
68,3.3203125,1754.5996
69,3.369140625,1755.2548
70,3.41796875,1756.0748
71,3.466796875,1753.9507
72,3.515625,1755.1025
73,3.564453125,1756.8666
74,3.61328125,1755.8356
75,3.662109375,1755.3732
76,3.7109375,1753.9626
77,3.759765625,1754.8401
78,3.80859375,1755.7229
79,3.857421875,1755.6254
80,3.90625,1756.4873
81,3.955078125,1755.0321
82,4.00390625,1755.0438
83,4.052734375,1756.8019
84,4.1015625,1757.0919
85,4.150390625,1755.9255
86,4.19921875,1754.2084
87,4.248046875,1755.3529
88,4.296875,1757.5026
89,4.345703125,1758.2433
90,4.39453125,1758.1367
91,4.443359375,1757.7495
92,4.4921875,1758.4214
93,4.541015625,1759.8875
94,4.58984375,1759.84
95,4.638671875,1757.5906
96,4.6875,1756.6267
97,4.736328125,1756.5015
98,4.78515625,1756.3911
99,4.833984375,1756.2249
100,4.8828125,1754.5881
101,4.931640625,1754.5833
102,4.98046875,1754.4557
103,5.029296875,1754.1117
104,5.078125,1754.9117
105,5.126953125,1754.2769
106,5.17578125,1754.2668
107,5.224609375,1753.592
108,5.2734375,1753.7694
109,5.322265625,1755.0942
110,5.37109375,1754.5703
111,5.419921875,1756.1498
112,5.46875,1756.8818
113,5.517578125,1756.6531
114,5.56640625,1758.108
115,5.615234375,1758.9355
116,5.6640625,1760.8445
117,5.712890625,1760.8529
118,5.76171875,1760.5808
119,5.810546875,1762.8235
120,5.859375,1764.3562
121,5.908203125,1764.771
122,5.95703125,1761.8472
123,6.005859375,1760.2598
124,6.0546875,1761.6592
125,6.103515625,1762.0547
126,6.15234375,1761.2161
127,6.201171875,1758.1404
128,6.25,1757.4261
129,6.298828125,1758.8541
130,6.34765625,1758.6128
131,6.396484375,1755.7278
132,6.4453125,1751.6322
133,6.494140625,1751.4617
134,6.54296875,1753.0518
135,6.591796875,1752.8706
136,6.640625,1749.9584
137,6.689453125,1747.6317
138,6.73828125,1749.3582
139,6.787109375,1750.5027
140,6.8359375,1750.234
141,6.884765625,1749.191
142,6.93359375,1748.8488
143,6.982421875,1751.404
144,7.03125,1754.4823
