Oscilloscope Data File
Experiment Time :   21-02-2023 10:00:31
Number of frames: 50000

Module: E-2010B (8T773112)

Number Of Channels : 1
Input Rate In kHz: 10.000000
Input Time In Sec: 5.000000
Decimation: 1
Data Format: Calibr
Time markers scale: seconds
Segments: 1
Data as Time Sequence:
                    Ch  1   

       0.0000 ;   -10.511
       0.0001 ;    -9.877
       0.0002 ;   -10.931
       0.0003 ;   -10.706
       0.0004 ;   -10.515
       0.0005 ;   -10.331
       0.0006 ;    -9.776
       0.0007 ;   -10.845
       0.0008 ;   -10.590
       0.0009 ;   -10.350
       0.0010 ;   -10.102
       0.0011 ;    -9.619
       0.0012 ;   -10.657
       0.0013 ;   -10.376
       0.0014 ;   -10.133
       0.0015 ;    -9.836
       0.0016 ;    -9.446
       0.0017 ;   -10.429
       0.0018 ;   -10.091
       0.0019 ;    -9.769
       0.0020 ;    -9.510
       0.0021 ;    -9.180
       0.0022 ;   -10.155
       0.0023 ;    -9.840
       0.0024 ;    -9.536
       0.0025 ;    -9.184
       0.0026 ;    -8.992
       0.0027 ;    -9.848
       0.0028 ;    -9.476
       0.0029 ;    -9.098
       0.0030 ;    -8.768
       0.0031 ;    -8.674
       0.0032 ;    -9.525
       0.0033 ;    -9.127
       0.0034 ;    -8.726
       0.0035 ;    -8.366
       0.0036 ;    -8.303
       0.0037 ;    -9.086
       0.0038 ;    -8.659
       0.0039 ;    -8.186
       0.0040 ;    -7.826
       0.0041 ;    -7.804
       0.0042 ;    -8.584
       0.0043 ;    -8.156
       0.0044 ;    -7.717
       0.0045 ;    -7.324
       0.0046 ;    -7.346
       0.0047 ;    -8.107
       0.0048 ;    -7.684
       0.0049 ;    -7.204
       0.0050 ;    -6.855
       0.0051 ;    -6.911
       0.0052 ;    -7.714
       0.0053 ;    -7.294
       0.0054 ;    -6.814
       0.0055 ;    -6.427
       0.0056 ;    -6.540
       0.0057 ;    -7.365
       0.0058 ;    -6.904
       0.0059 ;    -6.409
       0.0060 ;    -5.951
       0.0061 ;    -6.079
       0.0062 ;    -6.907
       0.0063 ;    -6.341
       0.0064 ;    -5.723
       0.0065 ;    -5.201
       0.0066 ;    -5.479
       0.0067 ;    -6.221
       0.0068 ;    -5.681
       0.0069 ;    -5.062
       0.0070 ;    -4.556
       0.0071 ;    -4.987
       0.0072 ;    -5.640
       0.0073 ;    -5.183
       0.0074 ;    -4.631
       0.0075 ;    -4.129
       0.0076 ;    -4.504
       0.0077 ;    -5.235
       0.0078 ;    -4.706
       0.0079 ;    -4.080
       0.0080 ;    -3.562
       0.0081 ;    -3.866
       0.0082 ;    -4.744
       0.0083 ;    -4.264
       0.0084 ;    -3.709
       0.0085 ;    -3.097
       0.0086 ;    -3.274
       0.0087 ;    -4.245
       0.0088 ;    -3.742
       0.0089 ;    -3.154
       0.0090 ;    -2.640
       0.0091 ;    -2.854
       0.0092 ;    -3.836
       0.0093 ;    -3.311
       0.0094 ;    -2.726
       0.0095 ;    -2.194
       0.0096 ;    -2.362
       0.0097 ;    -3.413
       0.0098 ;    -2.876
       0.0099 ;    -2.183
       0.0100 ;    -1.665
       0.0101 ;    -1.811
       0.0102 ;    -2.947
       0.0103 ;    -2.415
       0.0104 ;    -1.781
       0.0105 ;    -1.256
       0.0106 ;    -1.339
       0.0107 ;    -2.509
       0.0108 ;    -1.954
       0.0109 ;    -1.301
       0.0110 ;    -0.765
       0.0111 ;    -0.821
       0.0112 ;    -2.040
       0.0113 ;    -1.474
       0.0114 ;    -0.814
       0.0115 ;    -0.247
       0.0116 ;    -0.270
       0.0117 ;    -1.564
       0.0118 ;    -1.065
       0.0119 ;    -0.506
       0.0120 ;     0.041
       0.0121 ;     0.045
       0.0122 ;    -1.373
       0.0123 ;    -0.802
       0.0124 ;    -0.214
       0.0125 ;     0.412
       0.0126 ;     0.480
       0.0127 ;    -0.836
       0.0128 ;    -0.289
       0.0129 ;     0.484
       0.0130 ;     1.226
       0.0131 ;     1.234
       0.0132 ;    -0.165
       0.0133 ;     0.446
       0.0134 ;     1.140
       0.0135 ;     1.766
       0.0136 ;     1.807
       0.0137 ;     0.315
       0.0138 ;     0.930
       0.0139 ;     1.646
       0.0140 ;     2.310
       0.0141 ;     2.430
       0.0142 ;     0.877
       0.0143 ;     1.515
       0.0144 ;     2.228
       0.0145 ;     2.944
       0.0146 ;     3.090
       0.0147 ;     1.489
       0.0148 ;     2.134
       0.0149 ;     2.876
       0.0150 ;     3.559
       0.0151 ;     3.720
       0.0152 ;     2.104
       0.0153 ;     2.700
       0.0154 ;     3.367
       0.0155 ;     4.087
       0.0156 ;     4.297
       0.0157 ;     2.632
       0.0158 ;     3.195
       0.0159 ;     3.840
       0.0160 ;     4.410
       0.0161 ;     4.616
       0.0162 ;     2.902
       0.0163 ;     3.566
       0.0164 ;     4.290
       0.0165 ;     4.954
       0.0166 ;     5.156
       0.0167 ;     3.544
       0.0168 ;     4.147
       0.0169 ;     4.819
       0.0170 ;     5.456
       0.0171 ;     5.636
       0.0172 ;     3.998
       0.0173 ;     4.612
       0.0174 ;     5.295
       0.0175 ;     5.917
       0.0176 ;     6.049
       0.0177 ;     4.459
       0.0178 ;     5.062
       0.0179 ;     5.779
       0.0180 ;     6.420
       0.0181 ;     6.555
       0.0182 ;     4.999
       0.0183 ;     5.629
       0.0184 ;     6.337
       0.0185 ;     6.945
       0.0186 ;     7.001
       0.0187 ;     5.456
       0.0188 ;     6.098
       0.0189 ;     6.787
       0.0190 ;     7.462
       0.0191 ;     7.534
       0.0192 ;     6.075
       0.0193 ;     6.724
       0.0194 ;     7.447
       0.0195 ;     8.107
       0.0196 ;     8.107
       0.0197 ;     6.686
       0.0198 ;     7.312
       0.0199 ;     7.991
       0.0200 ;     8.584
       0.0201 ;     8.561
       0.0202 ;     7.144
       0.0203 ;     7.669
       0.0204 ;     8.269
       0.0205 ;     8.929
       0.0206 ;     8.857
       0.0207 ;     7.522
       0.0208 ;     8.021
       0.0209 ;     8.625
       0.0210 ;     9.229
       0.0211 ;     9.143
       0.0212 ;     7.849
       0.0213 ;     8.438
       0.0214 ;     9.098
       0.0215 ;     9.682
       0.0216 ;     9.547
       0.0217 ;     8.306
       0.0218 ;     8.820
       0.0219 ;     9.386
       0.0220 ;     9.926
       0.0221 ;     9.791
       0.0222 ;     8.606
       0.0223 ;     9.135
       0.0224 ;     9.765
       0.0225 ;    10.350
       0.0226 ;    10.162
       0.0227 ;     9.090
       0.0228 ;     9.570
       0.0229 ;    10.117
       0.0230 ;    10.590
       0.0231 ;    10.279
       0.0232 ;     9.315
       0.0233 ;     9.784
       0.0234 ;    10.327
       0.0235 ;    10.804
       0.0236 ;    10.421
       0.0237 ;     9.570
       0.0238 ;    10.054
       0.0239 ;    10.564
       0.0240 ;    11.107
       0.0241 ;    10.702
       0.0242 ;     9.986
       0.0243 ;    10.492
       0.0244 ;    11.092
       0.0245 ;    11.565
       0.0246 ;    10.980
       0.0247 ;    10.384
       0.0248 ;    10.815
       0.0249 ;    11.329
       0.0250 ;    11.730
       0.0251 ;    10.946
       0.0252 ;    10.549
       0.0253 ;    10.939
       0.0254 ;    11.449
       0.0255 ;    11.831
       0.0256 ;    10.901
       0.0257 ;    10.691
       0.0258 ;    11.111
       0.0259 ;    11.602
       0.0260 ;    12.101
       0.0261 ;    11.059
       0.0262 ;    10.976
       0.0263 ;    11.385
       0.0264 ;    11.846
       0.0265 ;    12.345
       0.0266 ;    11.374
       0.0267 ;    11.291
       0.0268 ;    11.696
       0.0269 ;    12.150
       0.0270 ;    12.540
       0.0271 ;    12.229
       0.0272 ;    11.475
       0.0273 ;    11.857
       0.0274 ;    12.300
       0.0275 ;    12.709
       0.0276 ;    12.611
       0.0277 ;    11.760
       0.0278 ;    12.082
       0.0279 ;    12.473
       0.0280 ;    12.829
       0.0281 ;    12.765
       0.0282 ;    11.940
       0.0283 ;    12.315
       0.0284 ;    12.750
       0.0285 ;    13.110
       0.0286 ;    13.140
       0.0287 ;    12.293
       0.0288 ;    12.649
       0.0289 ;    13.054
       0.0290 ;    13.350
       0.0291 ;    13.395
       0.0292 ;    12.506
       0.0293 ;    12.758
       0.0294 ;    13.031
       0.0295 ;    13.312
       0.0296 ;    13.455
       0.0297 ;    12.570
       0.0298 ;    12.859
       0.0299 ;    13.192
       0.0300 ;    13.500
       0.0301 ;    13.732
       0.0302 ;    12.803
       0.0303 ;    13.016
       0.0304 ;    13.234
       0.0305 ;    13.477
       0.0306 ;    13.785
       0.0307 ;    12.765
       0.0308 ;    12.941
       0.0309 ;    13.102
       0.0310 ;    13.354
       0.0311 ;    13.777
       0.0312 ;    12.746
       0.0313 ;    13.009
       0.0314 ;    13.279
       0.0315 ;    13.481
       0.0316 ;    13.012
       0.0317 ;    12.881
       0.0318 ;    13.027
       0.0319 ;    13.155
       0.0320 ;    13.335
       0.0321 ;    12.562
       0.0322 ;    12.754
       0.0323 ;    12.900
       0.0324 ;    13.054
       0.0325 ;    13.260
       0.0326 ;    12.731
       0.0327 ;    12.851
       0.0328 ;    13.005
       0.0329 ;    13.174
       0.0330 ;    13.316
       0.0331 ;    13.249
       0.0332 ;    12.964
       0.0333 ;    13.057
       0.0334 ;    13.151
       0.0335 ;    13.226
       0.0336 ;    13.339
       0.0337 ;    12.885
       0.0338 ;    12.952
       0.0339 ;    13.050
       0.0340 ;    13.065
       0.0341 ;    13.252
       0.0342 ;    12.911
       0.0343 ;    12.885
       0.0344 ;    12.922
       0.0345 ;    12.922
       0.0346 ;    13.211
       0.0347 ;    12.855
       0.0348 ;    12.758
       0.0349 ;    12.799
       0.0350 ;    12.803
       0.0351 ;    13.117
       0.0352 ;    12.806
       0.0353 ;    12.619
       0.0354 ;    12.604
       0.0355 ;    12.566
       0.0356 ;    12.911
       0.0357 ;    12.619
       0.0358 ;    12.487
       0.0359 ;    12.446
       0.0360 ;    12.461
       0.0361 ;    12.870
       0.0362 ;    12.544
       0.0363 ;    12.469
       0.0364 ;    12.435
       0.0365 ;    12.412
       0.0366 ;    12.817
       0.0367 ;    12.630
       0.0368 ;    12.473
       0.0369 ;    12.390
       0.0370 ;    12.270
       0.0371 ;    12.622
       0.0372 ;    12.559
       0.0373 ;    12.326
       0.0374 ;    12.232
       0.0375 ;    12.067
       0.0376 ;    12.356
       0.0377 ;    12.315
       0.0378 ;    12.056
       0.0379 ;    11.902
       0.0380 ;    11.678
       0.0381 ;    11.951
       0.0382 ;    11.902
       0.0383 ;    11.681
       0.0384 ;    11.546
       0.0385 ;    11.276
       0.0386 ;    11.527
       0.0387 ;    11.629
       0.0388 ;    11.475
       0.0389 ;    11.359
       0.0390 ;    11.096
       0.0391 ;    11.325
       0.0392 ;    11.977
       0.0393 ;    11.168
       0.0394 ;    10.928
       0.0395 ;    10.575
       0.0396 ;    10.815
       0.0397 ;    10.999
       0.0398 ;    10.781
       0.0399 ;    10.545
       0.0400 ;    10.200
       0.0401 ;    10.320
       0.0402 ;    10.646
       0.0403 ;    10.485
       0.0404 ;    10.260
       0.0405 ;     9.896
       0.0406 ;    10.039
       0.0407 ;    10.444
       0.0408 ;    10.234
       0.0409 ;     9.975
       0.0410 ;     9.604
       0.0411 ;     9.776
       0.0412 ;    10.316
       0.0413 ;    10.057
       0.0414 ;     9.750
       0.0415 ;     9.349
       0.0416 ;     9.461
       0.0417 ;    10.099
       0.0418 ;     9.829
       0.0419 ;     9.570
       0.0420 ;     9.071
       0.0421 ;     9.161
       0.0422 ;     9.896
       0.0423 ;     9.559
       0.0424 ;     9.240
       0.0425 ;     8.647
       0.0426 ;     8.606
       0.0427 ;     9.469
       0.0428 ;     9.150
       0.0429 ;     8.827
       0.0430 ;     8.272
       0.0431 ;     8.235
       0.0432 ;     9.157
       0.0433 ;     8.824
       0.0434 ;     8.494
       0.0435 ;     7.916
       0.0436 ;     7.856
       0.0437 ;     8.805
       0.0438 ;     8.438
       0.0439 ;     8.081
       0.0440 ;     7.433
       0.0441 ;     7.429
       0.0442 ;     8.404
       0.0443 ;     7.995
       0.0444 ;     7.601
       0.0445 ;     6.967
       0.0446 ;     6.934
       0.0447 ;     8.044
       0.0448 ;     7.545
       0.0449 ;     7.106
       0.0450 ;     6.518
       0.0451 ;     6.487
       0.0452 ;     7.725
       0.0453 ;     7.166
       0.0454 ;     6.761
       0.0455 ;     6.053
       0.0456 ;     5.974
       0.0457 ;     7.643
       0.0458 ;     6.697
       0.0459 ;     6.247
       0.0460 ;     5.565
       0.0461 ;     5.509
       0.0462 ;     7.478
       0.0463 ;     6.270
       0.0464 ;     5.782
       0.0465 ;     4.976
       0.0466 ;     4.837
       0.0467 ;     6.896
       0.0468 ;     5.591
       0.0469 ;     5.044
       0.0470 ;     4.249
       0.0471 ;     4.129
       0.0472 ;     6.345
       0.0473 ;     5.036
       0.0474 ;     4.537
       0.0475 ;     3.791
       0.0476 ;     3.697
       0.0477 ;     6.019
       0.0478 ;     4.609
       0.0479 ;     4.095
       0.0480 ;     3.244
       0.0481 ;     3.064
       0.0482 ;     5.422
       0.0483 ;     4.110
       0.0484 ;     3.649
       0.0485 ;     2.782
       0.0486 ;     2.610
       0.0487 ;     5.055
       0.0488 ;     3.682
       0.0489 ;     3.172
       0.0490 ;     2.336
       0.0491 ;     2.149
       0.0492 ;     4.519
       0.0493 ;     3.169
       0.0494 ;     2.625
       0.0495 ;     1.680
       0.0496 ;     1.459
       0.0497 ;     3.817
       0.0498 ;     2.498
       0.0499 ;     1.924
       0.0500 ;     1.065
       0.0501 ;     0.866
       0.0502 ;     3.334
       0.0503 ;     2.032
       0.0504 ;     1.504
       0.0505 ;     0.581
       0.0506 ;     0.296
       0.0507 ;     2.835
       0.0508 ;     1.466
       0.0509 ;     0.896
       0.0510 ;     0.109
       0.0511 ;    -0.142
       0.0512 ;     2.317
       0.0513 ;     1.238
       0.0514 ;     0.754
       0.0515 ;    -0.064
       0.0516 ;    -0.435
       0.0517 ;     2.359
       0.0518 ;     0.964
       0.0519 ;     0.420
       0.0520 ;    -0.431
       0.0521 ;    -0.953
       0.0522 ;     1.879
       0.0523 ;     0.547
       0.0524 ;    -0.022
       0.0525 ;    -1.103
       0.0526 ;    -1.792
       0.0527 ;     1.125
       0.0528 ;    -0.416
       0.0529 ;    -1.170
       0.0530 ;    -2.149
       0.0531 ;    -2.636
       0.0532 ;     0.004
       0.0533 ;    -1.106
       0.0534 ;    -1.702
       0.0535 ;    -2.621
       0.0536 ;    -3.236
       0.0537 ;    -0.619
       0.0538 ;    -1.545
       0.0539 ;    -2.152
       0.0540 ;    -2.974
       0.0541 ;    -3.604
       0.0542 ;    -1.133
       0.0543 ;    -1.777
       0.0544 ;    -2.377
       0.0545 ;    -3.240
       0.0546 ;    -3.532
       0.0547 ;    -1.387
       0.0548 ;    -2.197
       0.0549 ;    -2.899
       0.0550 ;    -3.855
       0.0551 ;    -4.192
       0.0552 ;    -2.228
       0.0553 ;    -2.947
       0.0554 ;    -3.630
       0.0555 ;    -4.549
       0.0556 ;    -4.830
       0.0557 ;    -2.899
       0.0558 ;    -3.476
       0.0559 ;    -4.039
       0.0560 ;    -4.890
       0.0561 ;    -5.167
       0.0562 ;    -3.214
       0.0563 ;    -3.855
       0.0564 ;    -4.478
       0.0565 ;    -5.321
       0.0566 ;    -5.662
       0.0567 ;    -3.735
       0.0568 ;    -4.391
