Oscilloscope Data File
Experiment Time :   21-02-2023 10:03:16
Number of frames: 50000

Module: E-2010B (8T773112)

Number Of Channels : 1
Input Rate In kHz: 10.000000
Input Time In Sec: 5.000000
Decimation: 1
Data Format: Calibr
Time markers scale: seconds
Segments: 1
Data as Time Sequence:
                    Ch  1  

       0.0000 ;    -2.377
       0.0001 ;    -6.634
       0.0002 ;    -5.558
       0.0003 ;    -5.197
       0.0004 ;    -9.311
       0.0005 ;    -3.930
       0.0006 ;    -7.920
       0.0007 ;    -6.840
       0.0008 ;    -6.345
       0.0009 ;    -9.836
       0.0010 ;    -5.314
       0.0011 ;    -8.981
       0.0012 ;    -7.871
       0.0013 ;    -7.346
       0.0014 ;   -10.582
       0.0015 ;    -6.694
       0.0016 ;   -10.192
       0.0017 ;    -8.887
       0.0018 ;   -10.901
       0.0019 ;    -9.971
       0.0020 ;    -9.836
       0.0021 ;    -8.715
       0.0022 ;   -10.425
       0.0023 ;   -11.955
       0.0024 ;   -11.265
       0.0025 ;   -10.980
       0.0026 ;    -9.679
       0.0027 ;   -11.164
       0.0028 ;   -12.577
       0.0029 ;   -11.430
       0.0030 ;   -12.004
       0.0031 ;   -10.669
       0.0032 ;   -12.154
       0.0033 ;   -13.429
       0.0034 ;   -11.947
       0.0035 ;   -13.249
       0.0036 ;   -11.621
       0.0037 ;   -12.967
       0.0038 ;   -13.935
       0.0039 ;   -12.000
       0.0040 ;   -14.070
       0.0041 ;   -12.049
       0.0042 ;   -13.147
       0.0043 ;   -13.792
       0.0044 ;   -11.730
       0.0045 ;   -14.486
       0.0046 ;   -12.394
       0.0047 ;   -13.372
       0.0048 ;   -13.732
       0.0049 ;   -11.636
       0.0050 ;   -15.188
       0.0051 ;   -12.862
       0.0052 ;   -13.598
       0.0053 ;   -13.564
       0.0054 ;   -11.269
       0.0055 ;   -15.476
       0.0056 ;   -12.769
       0.0057 ;   -13.275
       0.0058 ;   -12.832
       0.0059 ;   -12.247
       0.0060 ;   -14.126
       0.0061 ;   -12.446
       0.0062 ;   -12.671
       0.0063 ;   -13.609
       0.0064 ;   -11.224
       0.0065 ;   -13.241
       0.0066 ;   -10.721
       0.0067 ;   -12.067
       0.0068 ;   -12.664
       0.0069 ;   -10.140
       0.0070 ;   -12.859
       0.0071 ;   -10.133
       0.0072 ;   -11.303
       0.0073 ;   -11.659
       0.0074 ;    -9.161
       0.0075 ;   -12.319
       0.0076 ;    -9.604
       0.0077 ;   -10.571
       0.0078 ;   -10.695
       0.0079 ;   -10.012
       0.0080 ;   -10.721
       0.0081 ;    -8.752
       0.0082 ;    -9.375
       0.0083 ;    -9.281
       0.0084 ;    -7.252
       0.0085 ;    -9.210
       0.0086 ;    -7.635
       0.0087 ;    -8.029
       0.0088 ;    -7.897
       0.0089 ;    -6.521
       0.0090 ;    -8.494
       0.0091 ;    -6.735
       0.0092 ;    -7.046
       0.0093 ;    -6.787
       0.0094 ;    -5.603
       0.0095 ;    -7.522
       0.0096 ;    -6.011
       0.0097 ;    -6.094
       0.0098 ;    -5.531
       0.0099 ;    -4.474
       0.0100 ;    -5.985
       0.0101 ;    -4.650
       0.0102 ;    -4.436
       0.0103 ;    -3.810
       0.0104 ;    -2.741
       0.0105 ;    -4.511
       0.0106 ;    -3.124
       0.0107 ;    -1.665
       0.0108 ;    -0.615
       0.0109 ;    -3.799
       0.0110 ;     0.776
       0.0111 ;    -2.674
       0.0112 ;    -0.465
       0.0113 ;     1.073
       0.0114 ;    -2.231
       0.0115 ;     2.156
       0.0116 ;    -1.459
       0.0117 ;     0.645
       0.0118 ;     2.164
       0.0119 ;    -0.941
       0.0120 ;     3.259
       0.0121 ;    -0.176
       0.0122 ;     2.096
       0.0123 ;     3.731
       0.0124 ;     0.896
       0.0125 ;     4.973
       0.0126 ;     1.646
       0.0127 ;     4.058
       0.0128 ;     5.700
       0.0129 ;     2.827
       0.0130 ;     6.825
       0.0131 ;     3.277
       0.0132 ;     5.554
       0.0133 ;     7.009
       0.0134 ;     3.907
       0.0135 ;     8.010
       0.0136 ;     4.429
       0.0137 ;     6.701
       0.0138 ;     8.168
       0.0139 ;     5.070
       0.0140 ;     9.251
       0.0141 ;     5.689
       0.0142 ;     7.804
       0.0143 ;     9.176
       0.0144 ;     5.936
       0.0145 ;    10.429
       0.0146 ;     6.922
       0.0147 ;     9.053
       0.0148 ;    10.290
       0.0149 ;     7.009
