,0,1
0,0.0,1755.371
1,0.048828125,1749.5461
2,0.09765625,1752.5131
3,0.146484375,1753.1256
4,0.1953125,1748.2828
5,0.244140625,1748.5966
6,0.29296875,1743.4901
7,0.341796875,1748.9631
8,0.390625,1750.8105
9,0.439453125,1753.9678
10,0.48828125,1758.4703
11,0.537109375,1752.4905
12,0.5859375,1752.9215
13,0.634765625,1748.7126
14,0.68359375,1752.6436
15,0.732421875,1758.7993
16,0.78125,1762.8668
17,0.830078125,1771.2386
18,0.87890625,1761.8275
19,0.927734375,1752.1912
20,0.9765625,1754.1008
21,1.025390625,1762.2198
22,1.07421875,1776.6274
23,1.123046875,1776.5724
24,1.171875,1773.1118
25,1.220703125,1758.5243
26,1.26953125,1737.4612
27,1.318359375,1742.5934
28,1.3671875,1762.0028
29,1.416015625,1783.348
30,1.46484375,1776.32
31,1.513671875,1762.8849
32,1.5625,1754.8005
33,1.611328125,1751.1777
34,1.66015625,1752.9987
35,1.708984375,1750.8265
36,1.7578125,1767.2478
37,1.806640625,1770.725
38,1.85546875,1768.9214
39,1.904296875,1770.0265
40,1.953125,1761.7217
41,2.001953125,1745.9637
42,2.05078125,1735.0078
43,2.099609375,1746.2006
44,2.1484375,1761.1879
45,2.197265625,1764.7617
46,2.24609375,1757.3865
47,2.294921875,1754.0885
48,2.34375,1749.6346
49,2.392578125,1736.9175
50,2.44140625,1729.6873
51,2.490234375,1745.7739
52,2.5390625,1761.7913
53,2.587890625,1766.7816
54,2.63671875,1765.6842
55,2.685546875,1760.1594
56,2.734375,1752.6038
57,2.783203125,1745.2013
58,2.83203125,1751.6013
59,2.880859375,1747.7493
60,2.9296875,1760.8789
61,2.978515625,1779.3523
62,3.02734375,1779.315
63,3.076171875,1778.0563
64,3.125,1752.0768
65,3.173828125,1729.3452
66,3.22265625,1735.8694
67,3.271484375,1762.0054
68,3.3203125,1779.4583
69,3.369140625,1772.9636
70,3.41796875,1757.7734
71,3.466796875,1758.1183
72,3.515625,1762.338
73,3.564453125,1750.0629
74,3.61328125,1751.8438
75,3.662109375,1761.8086
76,3.7109375,1773.1158
77,3.759765625,1773.2488
78,3.80859375,1762.8685
79,3.857421875,1758.507
80,3.90625,1746.3197
81,3.955078125,1740.4427
82,4.00390625,1740.8744
83,4.052734375,1749.7358
84,4.1015625,1756.1267
85,4.150390625,1758.1627
86,4.19921875,1760.502
87,4.248046875,1753.2517
88,4.296875,1750.7736
89,4.345703125,1742.2876
90,4.39453125,1740.3507
91,4.443359375,1755.7057
92,4.4921875,1766.8112
93,4.541015625,1761.6753
94,4.58984375,1749.3795
95,4.638671875,1746.0399
96,4.6875,1749.379
97,4.736328125,1756.3629
98,4.78515625,1761.0305
99,4.833984375,1761.2816
100,4.8828125,1758.9141
101,4.931640625,1762.3729
102,4.98046875,1764.2261
103,5.029296875,1752.7075
104,5.078125,1742.1299
105,5.126953125,1742.8853
106,5.17578125,1763.0199
107,5.224609375,1775.1914
108,5.2734375,1767.398
109,5.322265625,1767.0076
110,5.37109375,1762.6383
111,5.419921875,1760.5074
112,5.46875,1765.5005
113,5.517578125,1766.714
114,5.56640625,1772.0436
115,5.615234375,1767.9644
116,5.6640625,1758.0006
117,5.712890625,1753.6686
118,5.76171875,1749.3351
119,5.810546875,1753.7207
120,5.859375,1762.3723
121,5.908203125,1762.8258
122,5.95703125,1757.5914
123,6.005859375,1749.5608
124,6.0546875,1750.0583
125,6.103515625,1751.4672
126,6.15234375,1742.3079
127,6.201171875,1741.8774
128,6.25,1746.1721
129,6.298828125,1747.382
130,6.34765625,1753.244
131,6.396484375,1753.2429
132,6.4453125,1750.3114
133,6.494140625,1752.4011
134,6.54296875,1755.7877
135,6.591796875,1759.6427
136,6.640625,1749.4149
137,6.689453125,1739.6337
138,6.73828125,1744.6351
139,6.787109375,1757.5061
140,6.8359375,1769.2639
141,6.884765625,1764.1666
142,6.93359375,1762.7894
143,6.982421875,1762.1433
144,7.03125,1757.2155
145,7.080078125,1759.5137
146,7.12890625,1767.3085
147,7.177734375,1771.9535
148,7.2265625,1770.5154
149,7.275390625,1773.3523
150,7.32421875,1772.7593
151,7.373046875,1764.4951
152,7.421875,1753.8718
153,7.470703125,1755.3959
154,7.51953125,1762.6616
155,7.568359375,1769.8815
156,7.6171875,1768.7461
157,7.666015625,1756.8115
158,7.71484375,1746.2584
159,7.763671875,1742.4022
160,7.8125,1749.4535
161,7.861328125,1753.7998
162,7.91015625,1755.954
163,7.958984375,1753.1117
164,8.0078125,1749.9578
165,8.056640625,1749.479
166,8.10546875,1746.1217
167,8.154296875,1742.1744
168,8.203125,1745.3805
169,8.251953125,1750.6443
170,8.30078125,1755.767
171,8.349609375,1760.2344
172,8.3984375,1751.3132
173,8.447265625,1746.065
174,8.49609375,1745.6625
175,8.544921875,1753.1819
176,8.59375,1764.5923
177,8.642578125,1766.961
178,8.69140625,1766.6533
179,8.740234375,1759.8545
180,8.7890625,1756.4739
181,8.837890625,1763.8085
182,8.88671875,1769.5214
183,8.935546875,1776.3168
184,8.984375,1780.3763
185,9.033203125,1778.1168
186,9.08203125,1767.8159
187,9.130859375,1752.9797
188,9.1796875,1745.7932
189,9.228515625,1747.9585
190,9.27734375,1767.6858
191,9.326171875,1771.7632
192,9.375,1766.2324
193,9.423828125,1763.2993
194,9.47265625,1756.4849
195,9.521484375,1756.8081
196,9.5703125,1747.541
197,9.619140625,1742.4773
198,9.66796875,1744.8671
199,9.716796875,1756.2667
200,9.765625,1768.9224
201,9.814453125,1770.8508
202,9.86328125,1762.4973
203,9.912109375,1744.2897
204,9.9609375,1735.9491
205,10.009765625,1738.9733
206,10.05859375,1747.9065
207,10.107421875,1758.8726
208,10.15625,1766.5486
209,10.205078125,1761.945
210,10.25390625,1742.5938
211,10.302734375,1734.6882
212,10.3515625,1748.09
213,10.400390625,1761.4855
214,10.44921875,1769.3701
215,10.498046875,1769.741
216,10.546875,1767.3077
217,10.595703125,1769.8964
218,10.64453125,1763.6304
219,10.693359375,1750.052
220,10.7421875,1738.5745
221,10.791015625,1747.0583
222,10.83984375,1775.9962
223,10.888671875,1790.1003
224,10.9375,1786.521
225,10.986328125,1763.3558
226,11.03515625,1737.9734
227,11.083984375,1740.8503
228,11.1328125,1753.4419
229,11.181640625,1762.6937
230,11.23046875,1769.1577
231,11.279296875,1769.8877
232,11.328125,1770.0024
233,11.376953125,1763.1368
234,11.42578125,1745.1652
235,11.474609375,1745.8662
236,11.5234375,1762.2448
237,11.572265625,1773.2836
238,11.62109375,1772.9688
239,11.669921875,1758.3103
240,11.71875,1750.2023
241,11.767578125,1745.8479
242,11.81640625,1734.825
243,11.865234375,1733.5494
244,11.9140625,1746.4287
245,11.962890625,1758.9583
246,12.01171875,1761.2496
247,12.060546875,1760.3779
248,12.109375,1754.6477
249,12.158203125,1752.281
250,12.20703125,1757.5978
251,12.255859375,1755.3019
252,12.3046875,1760.5353
253,12.353515625,1760.0887
254,12.40234375,1756.6608
255,12.451171875,1766.6863
256,12.5,1766.8993
257,12.548828125,1760.191
258,12.59765625,1756.6069
259,12.646484375,1757.1821
260,12.6953125,1763.9236
261,12.744140625,1770.6998
262,12.79296875,1764.1304
263,12.841796875,1756.1534
264,12.890625,1753.3157
265,12.939453125,1750.2134
266,12.98828125,1751.0162
267,13.037109375,1759.4836
268,13.0859375,1766.9738
269,13.134765625,1766.5094
270,13.18359375,1770.6284
271,13.232421875,1768.7552
272,13.28125,1762.0714
273,13.330078125,1759.8732
274,13.37890625,1757.5691
275,13.427734375,1760.0511
276,13.4765625,1758.6615
277,13.525390625,1750.3367
278,13.57421875,1746.6577
279,13.623046875,1749.2028
280,13.671875,1755.7539
281,13.720703125,1760.8583
282,13.76953125,1760.2799
283,13.818359375,1753.8956
284,13.8671875,1751.4049
285,13.916015625,1753.8193
286,13.96484375,1753.4375
287,14.013671875,1752.4122
288,14.0625,1750.836
289,14.111328125,1755.2416
290,14.16015625,1759.8086
291,14.208984375,1761.36
292,14.2578125,1761.6534
293,14.306640625,1757.6044
294,14.35546875,1754.7495
295,14.404296875,1758.7137
296,14.453125,1759.915
297,14.501953125,1753.1515
298,14.55078125,1748.1995
299,14.599609375,1743.5322
300,14.6484375,1750.3633
301,14.697265625,1761.141
302,14.74609375,1768.1343
303,14.794921875,1770.2689
304,14.84375,1764.6938
305,14.892578125,1763.7235
306,14.94140625,1756.4644
307,14.990234375,1758.9083
308,15.0390625,1768.112
309,15.087890625,1764.9951
310,15.13671875,1767.0735
311,15.185546875,1768.0469
312,15.234375,1764.6482
313,15.283203125,1760.334
314,15.33203125,1753.5044
315,15.380859375,1753.7354
316,15.4296875,1761.7761
317,15.478515625,1768.4457
318,15.52734375,1765.5718
319,15.576171875,1757.9626
320,15.625,1751.8326
321,15.673828125,1746.4496
322,15.72265625,1750.2999
323,15.771484375,1757.9894
324,15.8203125,1760.4983
325,15.869140625,1756.9153
326,15.91796875,1751.0953
327,15.966796875,1750.5442
328,16.015625,1748.7762
329,16.064453125,1750.5388
330,16.11328125,1753.028
331,16.162109375,1750.6838
332,16.2109375,1749.4198
333,16.259765625,1749.2489
334,16.30859375,1749.5895
335,16.357421875,1749.7554
