,0,1
0,0.0,
1,0.244140625,-3.3065507
2,0.48828125,-3.1993976
3,0.732421875,-3.005334
4,0.9765625,-2.808481
5,1.220703125,-2.60668
6,1.46484375,-2.4346585
7,1.708984375,-2.248692
8,1.953125,-2.0784705
9,2.197265625,-1.8921437
10,2.44140625,-1.6062216
11,2.685546875,-1.373291
12,2.9296875,-1.1253358
13,3.173828125,-0.910849
14,3.41796875,-0.66352344
15,3.662109375,-0.40189275
16,3.90625,-0.15204808
17,4.150390625,0.13169254
18,4.39453125,0.43533885
19,4.638671875,0.70176035
20,4.8828125,1.0051818
21,5.126953125,1.2976382
22,5.37109375,1.5257102
23,5.615234375,1.746135
24,5.859375,2.0057526
25,6.103515625,2.275773
26,6.34765625,2.4490764
27,6.591796875,2.638349
28,6.8359375,2.7966387
29,7.080078125,2.9142735
30,7.32421875,3.0021625
31,7.568359375,3.114399
32,7.8125,3.2616112
33,8.056640625,3.3822262
34,8.30078125,3.4702275
35,8.544921875,3.5197668
36,8.7890625,3.5756602
37,9.033203125,3.551425
38,9.27734375,3.552662
39,9.521484375,3.165569
40,9.765625,2.8504517
41,10.009765625,2.6984036
42,10.25390625,2.505982
43,10.498046875,2.3182273
44,10.7421875,2.1309223
45,10.986328125,1.947385
46,11.23046875,1.7136898
47,11.474609375,1.4738655
48,11.71875,1.2621002
49,11.962890625,0.99427295
50,12.20703125,0.7269518
51,12.451171875,0.48628393
52,12.6953125,0.25225136
53,12.939453125,-0.06549764
54,13.18359375,-0.3399939
55,13.427734375,-0.6321241
56,13.671875,-0.91885626
57,13.916015625,-1.2545316
58,14.16015625,-1.5571883
59,14.404296875,-1.7519717
60,14.6484375,-1.9992974
61,14.892578125,-2.3136501
62,15.13671875,-2.582838
63,15.380859375,-2.7073555
64,15.625,-2.8368213
65,15.869140625,-3.0566163
66,16.11328125,-3.1897707
67,16.357421875,-3.2753315
68,16.6015625,-3.4043474
69,16.845703125,-3.5624235
70,17.08984375,-3.6927888
71,17.333984375,-3.740113
72,17.578125,-3.7723217
73,17.822265625,-3.7668335
74,18.06640625,-3.7698927
75,18.310546875,-3.7198699
76,18.5546875,-3.6844218
77,18.798828125,-3.642676
78,19.04296875,-3.473354
79,19.287109375,-3.2647152
80,19.53125,-3.124993
81,19.775390625,-2.9272404
82,20.01953125,-2.7425334
83,20.263671875,-2.5873365
84,20.5078125,-2.4216132
85,20.751953125,-2.22575
